"mu.B","lci.B","uci.B","mu.F","lci.F","uci.F","mu.BBmsy","lci.BBmsy","uci.BBmsy","mu.FFmsy","lci.FFmsy","uci.FFmsy","mu.BB0","lci.BB0","uci.BB0","mu.procB","lci.procB","uci.procB","mu.SPt","lci.SPt","uci.SPt"
203.202195955206,121.811705833291,344.936397595182,0.0246757002507218,0.0138692397638785,0.0420781167724667,1.77871736851282,1.16848469536367,2.52983130327119,0.152927390064345,0.0867046528255089,0.272278773703797,0.88935868425641,0.584242347681833,1.26491565163559,0.0101772055517966,-0.10626306236003,0.166638451626576,0,0,0
201.327853986568,132.501423657858,334.681845003212,0.0345793599596619,0.0199322785536983,0.0558603382669049,1.79846909132825,1.2390173719841,2.31863697244322,0.213109302646634,0.12887411147301,0.369755346848747,0.899234545664123,0.61950868599205,1.15931848622161,-0.00027884088872554,-0.134422599529382,0.116095665888447,6.16747826928219,-40.5413592513179,36.3144461226062
198.223206670755,133.158567238053,316.608649260147,0.0304692481417359,0.0180693637902505,0.0483350255064874,1.7717333893254,1.23458291341485,2.225693838323,0.186331587043092,0.117940416483285,0.319323366166354,0.885866694662699,0.617291456707427,1.1128469191615,-0.00997122613888024,-0.130816042845164,0.116404537113733,4.33543992322453,-29.3187139511618,32.7809686133401
198.364402015808,135.066859334717,315.774142406851,0.0501678444002387,0.0302014676800657,0.077443074111103,1.78691650973913,1.22166032232145,2.1843031231105,0.304898352586141,0.194435367279415,0.526587351894973,0.893458254869566,0.610830161160725,1.09215156155525,0.000769448629215574,-0.124674415636892,0.111113803278305,7.18872749379868,-24.0858829940532,32.2563036996279
199.403951609246,135.437735808103,315.981655497106,0.0696349031679628,0.0423283164152828,0.109425952846826,1.78273279694651,1.27522160639931,2.21368029668623,0.431343964062379,0.27188704102454,0.732257334412788,0.891366398473254,0.637610803199653,1.10684014834311,0.0141167267084623,-0.0948961878303011,0.164939470240024,9.89913226190269,-14.4144081897385,42.0312027435695
192.241869600393,130.541989585058,303.535034570184,0.130958518366569,0.0800297182432551,0.20148154415763,1.70942097893126,1.20352877478734,2.10784015640077,0.812658685829667,0.522623670252039,1.34028328855323,0.854710489465631,0.60176438739367,1.05392007820038,-0.00217338196693539,-0.129598281480019,0.119684220421039,6.04744916175011,-27.1762361543402,32.8181457322615
168.824519635933,113.086225343121,270.1365923206,0.16620183643664,0.101107905865049,0.259903668665292,1.51433865015951,1.06762965149146,1.82969700602471,1.02175858583746,0.680766259917336,1.71760079946888,0.757169325079757,0.53381482574573,0.914848503012353,-0.0288673228688254,-0.187594789584935,0.0783100941501236,3.43607504571249,-35.1776015599615,23.6516204138585
151.626848897156,101.359046392766,244.490053119786,0.199750904705453,0.119855959424378,0.305523284309981,1.35367568726695,0.975669050410123,1.65939532712203,1.20885262954126,0.787850061839609,2.00557112954365,0.676837843633476,0.487834525205061,0.829697663561013,-0.0124555044414638,-0.141956698627867,0.0944996122860276,11.1154526296414,-14.9400872455518,28.6561050275831
135.088553170578,89.3641350020611,216.292830641603,0.234905430496312,0.14175053095448,0.362843784788119,1.20823308344294,0.854864698109085,1.48712786216535,1.4428384184129,0.923205488419524,2.4085259064108,0.604116541721468,0.427432349054542,0.743563931082673,-0.010116333484258,-0.155539247755732,0.0960855861030777,13.9368553730029,-9.84882915034924,30.3510479093225
122.077005118571,80.4139225734083,198.254121570467,0.287471956321976,0.168878175268538,0.440100912677674,1.09105066420139,0.770653466852415,1.37617744500382,1.76208370397027,1.13355835522249,2.89003671387729,0.545525332100693,0.385326733426208,0.688088722501908,0.0105257278921096,-0.0985197714888731,0.152088593346408,18.9617322193698,1.81563301801283,36.0231021926696
104.151814624592,66.8232704537972,178.315978737992,0.235391452719739,0.13585830570803,0.379414538077602,0.923988640919868,0.646581084927542,1.21347098250257,1.46500366688397,0.911437309078767,2.3958080866265,0.461994320459934,0.323290542463771,0.606735491251285,-0.00544760747966855,-0.152355026807935,0.123382500912405,17.6074405158395,0.182411523942435,30.0789506411812
98.7929318197066,62.235297788963,172.733512261025,0.19800206638245,0.110807576009889,0.325742462304537,0.87604638974455,0.608783392464935,1.1785253227202,1.22381194979309,0.73882691000887,2.04155080147549,0.438023194872275,0.304391696232468,0.589262661360102,0.0140855650771834,-0.101141134188747,0.160608058866214,19.9087335262275,7.62162699366023,33.5715443425183
99.778098965166,62.5203486569108,175.5270908961,0.147927580429498,0.0808210254679393,0.24542359592609,0.885249559398233,0.614306557186344,1.19858568642628,0.925880761604476,0.535453881114086,1.52216389833561,0.442624779699116,0.307153278593172,0.599292843213138,0.0225527346605721,-0.088948512859892,0.183981580215914,20.6988581663979,9.0789180548261,36.1470061071632
103.713730978917,65.5081052905274,182.284636359422,0.116452202257371,0.0636206210717181,0.191727804234808,0.922891669036931,0.622134263606438,1.26079893436146,0.724226216541917,0.404814870276992,1.25712462897205,0.461445834518466,0.311067131803219,0.630399467180729,0.0120129049924924,-0.113861680075772,0.136299046126917,19.0683394126562,5.69478529269487,33.5006419708426
110.432857949346,70.1940581972499,188.342513870362,0.090071060300378,0.051398442017337,0.148431817578329,0.985190659645562,0.64989284972042,1.32498256367895,0.556767365686933,0.315353629952254,0.946095084486474,0.492595329822781,0.32494642486021,0.662491281839474,0.00330862857738268,-0.117687211122475,0.124724990390911,17.9497011681042,4.07918630554867,33.7484135054384
